NONAME,PLOTID,POINTX,POINTY,PANN0080,PSUM0080,PWIN0080,AVTEMP0080,MINTEM0080,MAXTEM0080,GDD,SOLRADR,MOISTR,UR1991_DNS,BLDG_DIST,DIST_HWSLD,DIST_METAL,DIST_PRIV,DIST_SRIV,DEM_10,ASPECT,SLOPE,PH_MID
155,171,2495050,5730044,1039.5,210.36,428.20999,12.6152,4.6528,22.3669,2641,0.7574,5293.78608,0,2107.15,2139.58,1230.04,2691.5,506.08,205,56,21,6.1
156,172,2496878,5730077,1003.96997,201.49001,409.29999,13.1534,5.0095,23.0057,2798,0.7971,4713.61542,0,1091.67,1244.72,23.59,3180.95,200.95,50,330,11,5.6
157,173,2497792,5730093,1031.20996,208.64,411.88,12.047,4.3119,21.6763,2462,0.6192,6785.97374,0,1433.81,1497.21,692.13,3596.19,40.52,169,170,20,6.1
158,174,2498706,5730110,1023.12,206.8,405.26001,11.3858,3.8998,20.8813,2259,0.7449,5883.55391,0,2141.43,2062.29,1603.88,2697.11,270.33,366,75,10,5.2
159,175,2499621,5730126,998.89001,200.86,394.57001,11.7431,4.1401,21.3072,2364,0.6395,6522.91292,0,2961.37,2817.42,1813.58,1811.92,162.97,196,75,26,5.6
160,176,2500535,5730143,958.94,190.89,379.79001,11.9307,4.2738,21.5292,2417,0.8274,4757.74441,0,3824.1,3646.07,1218.86,984.57,300.74,356,355,5,5.2
161,177,2501449,5730159,932.10999,184.14,370.57001,12.2792,4.5042,21.9453,2520,0.8178,4550.91487,0,4592.35,4507.58,639.72,395.52,25.52,144,85,10,5.6
162,178,2504191,5730209,816.48999,154.88,328.20001,12.7641,4.8737,22.51,2655,0.6545,4734.5055,0,5095.14,5268.36,1825.63,1965.08,272.42,118,225,30,5.6
163,179,2505105,5730225,790.82001,148.28999,317.70999,12.8044,4.9247,22.5498,2663,0.9788,3045.18061,0,4751.17,5632.43,2077.38,2867.37,134.22,140,10,18,5.2
164,180,2474955,5728767,843.28003,204.75999,329.89999,12.4513,3.3709,23.5046,2592,0.9766,3808.87019,0,640.85,714.86,1551.38,591,28.13,4,0,0,6.7
165,181,2475869,5728784,855.53998,206.91,340.14999,12.3807,3.3938,23.3339,2572,0.5573,6820.60707,0,1124.35,1050.09,1245.77,1054.81,115.95,113,195,9,5.2
166,182,2476783,5728800,871.72998,210.27,351.45999,12.1461,3.3161,22.9656,2503,0.6778,5827.76749,0,1453.28,1177.31,1177.31,1421.73,153.1,76,156,22,5.6
167,183,2477697,5728817,895.32001,215.8,364.72,11.8483,3.2019,22.5205,2415,0.9069,4592.79995,0,1734.39,1701.1,1674.21,2129.04,134.14,140,345,17,5.6
168,184,2478611,5728833,927.10999,223.77,380.07999,11.2642,2.9083,21.7317,2240,0.8979,5046.59147,0,2300.19,952.5,2419.84,2951.84,6.01,220,150,26,5.6
169,185,2479526,5728850,962.73999,233.25,396.32001,10.8866,2.7496,21.1909,2128,0.6956,7024.00349,0,1916.62,197.3,2227.37,3817.7,54.95,433,215,22,5.6
170,186,2480440,5728866,985.21997,239.45,405.67999,11.313,3.0641,21.6583,2257,0.9206,5297.06255,0,1085.46,547.23,1414.52,3127.58,65.92,210,340,18,5.3
171,187,2481354,5728883,1027.38,251.00999,423.35999,12.2499,3.7479,22.6952,2540,0.7581,6339.33612,0,340.72,203.17,796.71,2566.05,31.11,33,95,0,5.3
172,188,2482268,5728899,1056.06995,255.03999,435.88,12.7661,4.163,23.2301,2696,0.8669,5421.78761,0,321.11,60.9,953.37,2248.21,770.79,79,335,19,7.4
173,192,2486839,5728981,1151.04004,266.07001,489.35999,12.7239,4.4593,22.8484,2684,0.9113,5167.30938,126,27.91,196.92,12.16,1195.46,111.44,42,300,15,5.6
174,193,2487753,5728998,1094.71997,244.69,481.53,11.8182,3.9267,21.7034,2411,0.8396,5461.64625,0,902.66,995.45,860.06,1877.85,163.27,266,45,5,5.2
175,194,2488667,5729014,1034.48999,221.81,469.81,12.059,4.1407,21.9093,2484,0.7609,5357.9097,0,1136.66,1265.15,860.29,1343.65,23.66,249,270,22,5.2
176,195,2489581,5729031,1143.98999,241.53,509.44,12.8451,4.6743,22.8086,2720,0.7609,5597.77413,0,378.43,561.81,664.21,443.58,134.57,66,35,10,5.3
177,196,2490496,5729047,1204.79004,253.64,529.15002,12.902,4.724,22.8583,2736,0.8756,5120.32931,0,287.71,335.31,774.37,404.05,130.5,112,340,33,5.3
178,197,2491410,5729064,1255.38,264.95001,535.34003,11.7441,4.0069,21.4392,2385,0.895,5722.81869,0,1126.18,1232.78,1477.27,1312.27,15.06,246,290,38,6.1
179,198,2492324,5729080,1244.12,261.79001,521.72998,10.6826,3.3467,20.1428,2064,0.7323,7543.67218,0,1998.59,2079.26,2252.04,2224.44,253.96,635,230,25,6.1
180,199,2493238,5729097,1238.23999,260.16,510.35001,11.0079,3.5693,20.5144,2159,0.925,5853.97009,0,2540.5,2488.02,2004.33,2275.54,54.99,352,360,35,6.1
181,200,2494152,5729113,1227.32996,257.35001,498.54999,11.8503,4.12,21.5106,2410,0.6033,8440.04151,0,2317,2042.16,1194.41,1896.46,421.12,336,200,27,6.1
182,201,2495066,5729130,1173.93994,243.8,476.01001,12.8709,4.7829,22.7241,2715,0.753,6037.3704,0,1517.04,1518.66,428.88,1778.96,209.04,116,85,22,5.3
183,203,2497809,5729179,1178.05005,245.34,461.67001,12.3182,4.4559,22.0453,2541,0.6166,7805.51348,0,936.78,778,628.93,3062.57,204.79,173,195,12,6.1
184,204,2498723,5729196,1164.53003,242.17,452.91,11.3615,3.8564,20.8937,2250,0.7539,6762.42441,0,1840.4,1617.62,1494.81,2660.95,289.83,419,230,25,6.1
185,205,2499637,5729212,1125.84998,232.57001,437.60001,11.3223,3.8446,20.8422,2234,0.8162,6045.50622,0,2749.74,2509.68,1127.24,1759.15,128.7,313,270,20,5.2
186,206,2500551,5729229,1069.06995,218.32001,417.57999,11.7923,4.16,21.4008,2372,0.5913,7623.18146,0,3657.85,3413.59,526.68,882.66,271.57,309,120,15,5.2
187,207,2501465,5729245,1028.82996,208.16,404.37,12.2953,4.4897,22.0011,2522,0.8552,4874.44151,0,3684.48,3874.95,65.21,368.32,295.83,165,35,5,5.2
188,208,2504208,5729294,882.65002,171.02,352.07999,11.9819,4.3534,21.6036,2417,0.8003,4469.10842,0,4287.67,4459.18,2167.34,2294.21,41.2,261,295,13,5.2
189,209,2505122,5729311,840.56,160.17,336.57999,12.3254,4.5998,22.0052,2516,0.6922,4771.07491,0,4289.37,4985.54,1631.37,3120.52,362.29,198,80,22,5.2
190,210,2506036,5729327,799.90997,149.63,321.51999,12.6163,4.8155,22.3419,2600,0.6853,4461.7743,0,3483.52,4374.67,792.47,3974.01,62.85,68,85,25,5.6
191,211,2507864,5729360,768.65997,141.35001,307.31,12.6049,4.8585,22.3066,2590,0.9225,3171.70129,0,2144.67,2928.85,638.57,3669.25,312.57,181,280,7,5.2
192,212,2508779,5729377,748.98999,136.14999,298.44,12.589,4.8852,22.2707,2582,0.7308,3888.51875,0,1807.53,2409.42,879.35,3503.37,123.52,82,270,17,5.2
193,213,2509693,5729393,738.40002,133.32001,292.56,13.035,5.2094,22.7867,2712,0.8247,3289.1371,0,1886.05,2168.77,689.56,3504.59,171.04,36,0,0,5.2
194,214,2474971,5727853,843.06,205.09,331.29999,12.4245,3.3735,23.4778,2582,0.8868,4201.27697,0,827.11,42.2,655.91,57.73,62.58,6,0,0,6.7
195,215,2475885,5727870,855.96997,207.91,342.44,12.4587,3.4611,23.4352,2594,0.8997,4201.00842,0,598.8,182.3,575.21,169.03,26.99,8,0,0,7
196,216,2476799,5727886,875.13,212.53999,355.39999,12.3234,3.4439,23.1889,2555,0.5088,7682.49416,0,543.08,419.66,383.35,931.72,170.64,47,264,14,5.6
197,217,2477714,5727903,903.07001,219.64999,370.79999,11.7002,3.1181,22.3573,2368,0.4043,10451.58484,0,1011.85,1297.9,1154.14,1838.85,124.93,156,165,24,5.6
198,218,2478628,5727919,941.91998,229.8,389.12,10.7691,2.5983,21.1568,2089,0.7799,6076.79904,0,1817.46,790.14,2007.02,2750.23,201.86,286,325,20,5.6
199,219,2479542,5727936,990.60999,242.66,409.92999,10.6651,2.6089,20.9485,2059,0.7468,6771.92636,0,2345.02,73.47,2514.11,3254.7,308.41,451,220,21,5.6
200,220,2480456,5727952,1022.40997,250.96001,422.25,11.1858,2.9807,21.5313,2216,0.929,5424.98433,0,1628.46,57.48,1688.01,2554.28,80.09,200,335,18,5.3
201,221,2481370,5727968,1078.60999,264.85001,444.26001,12.1519,3.6766,22.6082,2508,0.8169,6093.00041,0,1209.1,597.05,1023.17,1834.79,327.05,166,300,8,5.3
202,222,2482285,5727985,1152.38,281.63,470.29001,12.7821,4.1572,23.2847,2698,0.8603,5892.53773,0,1223.09,33.88,632,1355.75,18.79,5,0,0,7.4
203,224,2484113,5728018,1233.85999,297.23999,499.92999,12.9713,4.4418,23.3407,2758,0.741,7101.32059,0,660.71,375,1955.6,1326.9,122.49,20,230,35,5.6
204,226,2485941,5728051,1223.44995,289.28,506.20999,13.0523,4.5928,23.3335,2782,0.8344,6044.71555,126,3.47,7.76,407.34,75.3,269.56,2,0,0,5.2
205,227,2486855,5728067,1185.13,274.04001,502.39999,12.7029,4.4241,22.8511,2676,0.8295,5865.45694,0,495.31,554.32,502.78,608.69,94.78,55,235,8,5.6
206,228,2487769,5728084,1175.44995,264.92001,506.97,11.7331,3.8501,21.6311,2384,0.2634,19054.9388,0,1264.34,1421.55,1221.25,1401.12,232.32,349,205,21,5.2
207,229,2488684,5728100,1286.95996,286.28,544.96997,11.4533,3.7093,21.2454,2299,0.765,7280.87569,0,1663.59,1629.67,1768.17,1531.6,10.8,360,260,25,5.2
208,230,2489598,5728117,1378.59998,303.17001,575.59003,12.3941,4.342,22.3307,2581,0.7406,7521.74712,0,1193.7,720.91,1511.93,760.99,173.35,142,20,4,5.3
209,231,2490512,5728133,1438.98999,314.26001,592.01001,12.1047,4.1832,21.9483,2492,0.9272,6401.21492,0,1135.18,189.16,1564.91,646.15,183.79,216,192,25,6.1
210,232,2491426,5728150,1442.87,314.06,590.54999,11.4544,3.7788,21.1535,2295,0.6798,9164.5253,0,1579.81,921.86,2064.23,1384.33,152.78,492,278,43,6.1
211,233,2492340,5728166,1435.94995,311.01999,581.20001,10.7715,3.3619,20.3091,2087,0.6051,10803.74967,0,2318.72,1502.71,2443.61,1621.25,196.46,420,85,26,6.1
212,234,2493254,5728183,1429.5,308.79999,571.08002,11.5551,3.8789,21.228,2321,0.5796,10664.55797,0,1951.8,1641.62,1559.24,1422.99,383.82,335,150,29,5.3
213,235,2494169,5728199,1412.18005,304.14001,558.20001,12.3943,4.4289,22.218,2571,0.8412,6882.16212,0,1479.43,1242.48,721.29,1024.68,322.3,264,280,15,5.3
214,236,2495083,5728216,1370.85999,293.56,539.26001,13.0455,4.8573,22.9862,2765,0.6379,8453.19088,0,1188.68,879.35,210.27,869.64,252.31,121,145,33,5.3
215,237,2496911,5728248,1387.85999,298.10001,533.96997,12.9,4.7819,22.7974,2717,0.7893,7054.50372,0,159.75,182.65,548.48,1783.47,301.52,77,300,20,6.1
216,238,2497825,5728265,1330.18005,283.63,512.09998,11.9775,4.2046,21.6837,2436,0.7608,7442.98434,0,968.15,799.39,797.6,2593.9,132.67,223,190,24,6.1
217,239,2498739,5728281,1307.68005,278.17999,500.47,11.1073,3.6615,20.6336,2171,0.7736,7663.81204,0,1858.82,1627.72,1557.85,2832.85,166.67,508,285,25,6.1
218,240,2499654,5728298,1256.38,265.38,481.25,11.1385,3.6959,20.6646,2177,0.9087,6238.32729,0,2762.91,2517.01,831.08,2138.7,329.91,463,50,0,5.2
219,241,2500568,5728314,1183.63,247.07001,456.39001,11.7052,4.0743,21.3374,2344,0.831,6132.92464,0,3072.3,3246.1,78.27,1503.7,26.03,300,50,10,5.2
220,242,2501482,5728331,1136.42004,235.13,441.04001,12.2512,4.4321,21.9884,2506,0.7745,6052.76423,0,2780.53,2970.05,631.97,1271.59,366.82,248,65,0,6.1
221,243,2503310,5728364,1022.42999,206.17999,400.73001,12.9124,4.8969,22.7647,2698,0.4558,8744.38642,0,3051.15,3224.5,1945.55,2108.05,139.94,95,190,26,5.3
222,244,2504224,5728380,980.96002,195.49001,384.98999,11.7975,4.2103,21.4177,2359,0.7986,5132.34903,0,3533.29,3699.94,2322.3,2773.04,39,331,325,13,5.2
223,245,2505138,5728397,937.21002,184.11,368.64001,11.9032,4.3065,21.5324,2386,0.7085,5453.34349,0,3984.9,4319.6,1409.06,3545.76,110.23,145,0,30,5.6
224,246,2506053,5728413,897.45001,173.66,353.39001,12.5238,4.7349,22.2627,2569,0.6705,5259.8758,0,3102.18,3894.45,495.3,3794.22,355.44,204,90,12,5.2
225,247,2506967,5728430,883.45001,169.92,347.39999,12.4655,4.7148,22.1851,2550,0.7745,4492.07984,0,2245.97,3146.4,11.31,3239.74,88.35,100,300,18,5.6
226,248,2507881,5728446,850.70001,161.21001,334.14001,11.8345,4.3484,21.4117,2356,0.7589,4584.65615,0,1457.02,2335.68,44.95,2805.53,343.56,252,60,10,5.2
227,249,2508795,5728463,820.04999,153.06,321.64999,12.4294,4.7681,22.106,2531,0.8132,3939.88722,0,918.29,1638.53,14.56,2593.22,122.95,235,0,3,5.2
228,250,2509709,5728479,817,152.03999,317.45001,13.2104,5.3094,23.0213,2762,0.6769,4481.31533,0,1061.62,1258.19,58.55,2597.87,443.19,65,85,27,6.1
229,251,2474988,5726939,839.76001,204.39999,331.67001,12.3829,3.362,23.435,2568,0.4093,9079.03265,0,432.58,99.83,4.36,942.74,40.34,16,0,0,5.6
230,252,2475902,5726956,853.35999,207.83,343.66,11.9963,3.1784,22.8904,2453,0.875,4427.6305,0,298.68,724.9,312.12,740.18,373.45,96,340,20,5.6
231,253,2476816,5726972,875.78003,213.69,358.31,11.6523,3.0247,22.3969,2350,0.7826,5204.24283,0,180.87,798.9,294.8,1178.14,119.45,93,245,40,5.6
232,254,2477730,5726988,909.34998,222.55,376.14999,11.4938,2.9921,22.1261,2304,0.5502,7784.08087,0,821.8,1464.75,1062.35,1974.61,66.45,161,205,24,5.6
233,255,2478644,5727005,945.35999,231.48,392.39999,10.8744,2.6667,21.2929,2120,0.6072,7729.86039,0,1713.81,826.09,1956.8,2842.54,32.77,288,108,17,5.6
234,256,2479558,5727021,998.21997,245.3,414.79999,10.7056,2.6334,21.009,2070,0.8046,6265.30826,0,2621.21,90.46,2356.1,2834.99,299.7,450,235,18,5.6
235,257,2480473,5727038,1035.46997,254.85001,428.81,11.2733,3.0338,21.6495,2241,0.7557,6653.63513,0,2181.61,808.04,1441.1,1995.11,52.59,191,90,13,5.3
236,258,2481387,5727054,1095.80005,269.57999,452.26001,12.2541,3.7359,22.7462,2537,0.9191,5410.45057,0,1315.98,935.98,527.75,1261.22,130.3,78,5,15,5.3
237,259,2482301,5727071,1160.85999,284.25,476.14999,12.7291,4.1141,23.239,2681,0.8434,6023.38081,0,576.15,100.01,244.47,542.01,85,8,0,0,7.4
238,260,2483215,5727087,1221.30005,297.01001,498.26001,12.873,4.2785,23.3376,2725,0.968,5424.8042,0,652.97,414.02,978,360.5,206.18,1,0,0,7.4
239,261,2484129,5727104,1301.43994,314.28,525.77002,12.6057,4.1761,22.9467,2645,0.505,11186.15536,0,884.62,289.3,1871.75,692.16,479.35,85,165,23,5.6
240,262,2485043,5727120,1330.46997,317.78,539.33002,12.2607,4.0182,22.4666,2541,0.9359,6236.43119,0,734.62,499.3,1359.51,1313.41,322.04,169,355,24,5.6
241,263,2485958,5727137,1338.64001,317.54999,544.46997,12.429,4.1543,22.6367,2591,0.8254,6985.78658,0,869.5,713.95,516.63,547.08,35.83,58,290,13,5.6
242,264,2486872,5727153,1346.01001,314.12,552.44,12.5663,4.2935,22.7417,2632,0.6523,8670.46146,0,1259.72,887.41,382.62,302.88,13.17,66,240,7,5.6
243,265,2487786,5727170,1372.98999,315.01999,565.82001,11.5162,3.6667,21.4285,2315,0.7788,7845.5887,0,1788.09,1632.38,1296.2,1168.57,98.36,273,200,25,6.1
244,266,2488700,5727186,1469.25,333.48001,597.59998,10.6844,3.1725,20.3834,2064,0.8873,7792.10023,0,2421.61,1755.95,2210.25,2053.83,224.19,489,330,16,5.2
245,267,2489614,5727202,1528.75,343.19,617.20001,11.3922,3.6564,21.1903,2276,0.8366,8125.75591,0,2069.57,907.75,2409.88,1550.62,148.48,261,330,13,5.3
246,268,2490528,5727219,1553.40002,345.35999,623.73999,11.5441,3.7799,21.3371,2320,0.7456,9135.84335,0,2041.03,111.8,2442.48,1493.35,134.51,184,235,25,6.1
247,269,2491443,5727235,1557.09998,344.84,623.23999,11.1278,3.5255,20.8226,2194,0.5999,11719.44279,0,2318.93,212.03,2655.33,1666.02,237.37,433,152,25,6.1
248,270,2492357,5727252,1548.73999,340.72,615.84998,11.3485,3.6868,21.0603,2258,0.7811,8812.17929,0,2296.91,1042.28,1924.6,865.75,31.74,299,360,53,6.1
249,271,2493271,5727268,1537.60999,336.76999,606.23999,12.2929,4.3075,22.1706,2540,0.5782,11095.49186,0,1421.79,747.94,1217.36,520.54,474.77,207,105,17,5.3
250,272,2494185,5727285,1523.01001,332.45999,595.25,12.8579,4.6835,22.8301,2708,0.8477,7243.0313,0,660.11,452.88,603.57,244.6,202.55,76,15,18,5.3
251,274,2496013,5727318,1474.14001,319.76001,568.39001,12.7724,4.6553,22.7009,2677,0.8309,7221.57964,0,870.4,152.11,154.69,573.35,465.82,113,320,0,5.3
252,275,2496928,5727334,1463.92004,317.22,562.45001,12.4343,4.4458,22.2903,2574,0.8129,7503.67487,0,881.24,837.15,528.53,1485.22,216.95,153,260,15,6.1
253,276,2497842,5727351,1442.19995,311.89999,550.53003,11.2746,3.718,20.8904,2222,0.7466,8736.24866,0,1449.7,1467.88,1426.72,2398.64,182.11,490,190,7,6.1
254,277,2498756,5727367,1412.12,304.51001,536.66998,10.9682,3.5362,20.5145,2126,0.6685,9773.92753,0,2192.77,2087.51,953.67,2085.81,152.37,487,115,25,6.1
255,278,2499670,5727384,1358.56995,291.16,516.60999,11.6321,3.9758,21.3022,2323,0.7061,8466.83203,0,2934.82,2835.24,353.36,1585.71,438.98,381,180,0,6.1
256,279,2500584,5727400,1287.14001,273.19,491.85999,12.3858,4.4746,22.1976,2546,0.4703,11377.37143,0,2292.62,2453.03,360.52,1262.11,213.72,361,185,10,6.1
257,280,2501498,5727417,1223.97998,257.17999,471.95999,12.8739,4.796,22.7785,2691,0.7065,6929.06055,0,1886.72,2073.54,1099.71,1471.63,796.24,45,75,10,5.6
258,281,2503327,5727450,1140.53003,235.92999,439.53,12.3913,4.5325,22.1803,2539,0.7837,5967.62696,0,2254.63,2424.16,2563.07,2865.06,9.99,97,275,17,6.1
259,282,2504241,5727466,1095.15002,224.14,422.41,11.3729,3.909,20.9474,2228,0.6925,6923.95798,0,2873.98,3028.29,2381.04,3398.54,299.26,370,90,12,5.2
260,283,2505155,5727483,1052.13,212.8,405.97,11.5165,4.0312,21.1061,2268,0.9082,4996.26097,0,3599.27,3760.32,1506.13,3813.03,110.08,284,310,28,5.2
261,284,2506069,5727499,1013.28998,202.41,390.67001,11.7188,4.1944,21.3331,2325,0.732,5859.23947,0,2960.44,3199.01,728.84,3113.02,218.82,196,60,33,5.6
262,285,2506983,5727516,951.90997,186.92,368.81,12.0103,4.4121,21.6562,2412,0.8087,4842.81737,0,2046.3,2609.75,673.82,2519.68,428.38,347,10,25,5.2
263,286,2507897,5727532,917.44,177.67999,354.82999,11.836,4.3387,21.4294,2355,0.5563,6838.60114,0,1132.2,1923.67,472.78,1979.98,117.46,332,70,24,5.2
264,287,2508812,5727549,882.91998,168.46001,340.91,12.6701,4.9126,22.4093,2602,0.6448,5342.53797,0,217.47,1110.6,34.52,1686.8,100.49,35,120,35,6.1
265,288,2509726,5727565,850.42999,159.85001,328.28,13.1172,5.2423,22.9231,2733,0.8623,3711.69307,0,593.03,365.39,258.24,1699.34,533.47,99,305,40,6.1
266,289,2511554,5727598,806.23999,148.42999,311.98001,12.999,5.2621,22.7307,2689,0.7835,3817.78,0,1367.54,1223.73,612.23,2764.16,407.13,134,290,0,5.6
267,290,2512468,5727615,788.19,143.92,306.07999,13.0531,5.3217,22.7819,2703,0.7923,3648.13615,0,1491.77,1171.03,826.79,3539.16,292.47,86,325,5,5.2
268,291,2475004,5726025,845.44,205.89,338.01001,12.1263,3.2348,23.0914,2490,0.8989,4227.80264,0,366.11,946.83,97.87,1829.1,214.2,33,300,15,5.6
269,292,2475918,5726041,849.54999,207.03999,343.45999,11.9139,3.1305,22.797,2427,0.7336,5275.74334,0,417.72,1381.09,470.34,1655.32,331.62,212,210,18,5.6
270,293,2476832,5726058,872.84003,213.28999,358.70001,11.4044,2.8696,22.1066,2275,0.9045,4551.03138,0,1083.7,1664.62,1141.32,1891.41,178.41,262,315,9,5.6
271,294,2477747,5726074,908.19,222.72,377.44,11.1918,2.8005,21.7727,2212,0.9504,4575.18498,0,1405.78,1978.33,1571.16,2468.24,282.01,328,280,16,5.6
272,295,2478661,5726091,957,235.61,399.92001,10.6925,2.5498,21.0955,2063,0.9173,5184.47795,0,2060.56,1065.96,2277.64,2863.16,103.25,337,300,5,5.6
273,296,2479575,5726107,1017.71002,251.33,425.42001,10.7865,2.6793,21.1309,2092,0.7026,7152.88913,0,2451.5,173.01,2539.68,2473.11,226.45,509,105,51,5.6
274,297,2480489,5726124,1058.93005,261.76001,440.92999,11.3584,3.0797,21.7784,2264,0.7309,6868.10607,0,1613.19,665.89,1725.81,1742.18,181.71,194,85,14,5.3
275,298,2481403,5726140,1127.56995,278.38,467.29999,12.2571,3.7235,22.781,2536,0.3894,12890.45313,0,910.33,943.88,1086.35,832.12,285.04,125,240,8,5.6
276,299,2482317,5726157,1200.23999,294.91,493.51001,12.5971,4.0092,23.1161,2639,0.6703,7778.56941,0,328.11,187.01,1025.33,16.26,511.17,11,125,3,5.6
277,300,2483232,5726173,1264.70996,308.41,516.52002,12.6696,4.1217,23.1334,2661,0.7531,7233.02501,0,279.47,291.38,1518.7,554.55,619.85,61,285,19,5.6
278,301,2484146,5726190,1324.05005,319.89999,537.78998,12.6707,4.1848,23.0682,2661,0.5799,9780.84949,0,452.14,746.09,2203.99,214.68,127.09,14,240,6,5.6
279,302,2485060,5726206,1379.88,329.85001,558.09998,12.0426,3.841,22.2525,2472,0.6197,9879.64925,0,1359.43,1410.43,1724.92,1125.42,475.09,234,230,33,5.6
280,303,2485974,5726222,1398.80005,332.29999,565.81,11.7751,3.6966,21.902,2391,0.805,7818.79205,0,1782.79,1590.15,1080.03,718.02,304.88,281,30,10,5.2
281,304,2486888,5726239,1437.52002,337.01999,581.48999,11.9854,3.8794,22.0979,2454,0.753,8391.29265,0,2038.44,1674.28,1013.41,112.5,2.93,98,346,17,5.6
282,305,2487802,5726255,1480,342.35999,597.91998,11.274,3.4671,21.1938,2239,0.726,9340.38946,0,2504.54,2179.97,1600.23,895.68,5.54,289,270,30,6.1
283,306,2488717,5726272,1530.38,349.76999,615.65002,10.0068,2.6936,19.6289,1857,0.8973,8545.10199,0,3081.6,2113.21,2401.76,1663.13,95.6,601,355,24,5.6
284,307,2489631,5726288,1586.22998,359.13,633.21002,10.2692,2.8925,19.9031,1934,0.8188,9479.61429,0,2964.4,1373.32,3262.92,2426.75,181.22,485,320,28,6.1
285,308,2490545,5726305,1620.35999,363.89001,642.42999,11.0638,3.4269,20.8208,2172,0.9343,7979.45783,0,2947.49,779.09,3077.21,2390.56,78.64,271,340,26,6.1
286,309,2491459,5726321,1623.18994,363.04001,642.19,10.9557,3.3695,20.6757,2139,0.7543,9970.06063,0,2262.97,180.96,2258.66,1603.49,354.35,422,185,30,6.1
287,310,2492373,5726338,1606.64001,356.45001,634.03003,11.2359,3.5694,20.9843,2221,0.7828,9299.65904,0,1653.24,230.58,1406.11,737.06,97.41,268,140,36,5.3
288,311,2493287,5726354,1589.83997,350.64999,624.35999,12.2188,4.2154,22.1398,2515,0.6839,9836.40151,0,1380.11,52.5,634.6,334.46,429.51,164,55,22,5.3
289,312,2494202,5726371,1578.30005,346.79999,615.41998,12.727,4.5559,22.7299,2666,0.8451,7653.85514,0,561.62,387.55,55.49,14.94,1104.71,27,0,0,5.3
290,313,2495116,5726387,1562.91003,342.42999,605.15997,12.7503,4.5852,22.7418,2670,0.7209,8888.9189,0,528.65,52.54,648.68,138.24,368.56,26,0,0,5.3
291,314,2496030,5726404,1542.92004,337.20999,593.65997,12.3686,4.3551,22.2706,2553,0.725,8962.30594,0,1363.72,671.47,485.21,723.34,326.67,195,255,20,5.3
292,315,2496944,5726420,1533.06995,334.73001,588,12.1109,4.1973,21.9555,2474,0.8292,7928.10988,0,1749.66,1428.77,405.87,1622.78,175.83,160,265,10,5.3
293,316,2497858,5726437,1510.40002,329.14999,576.03003,11.1171,3.5763,20.753,2172,0.9212,7548.35418,0,2143.13,2104.9,658.8,2053.86,285.13,395,330,25,5.6
294,317,2498772,5726453,1480.89001,321.92999,562.37,11.4275,3.7894,21.115,2262,0.6947,9599.40605,0,2742.3,2757.38,284.38,1372.28,158.41,376,75,20,6.1
295,318,2499687,5726470,1435.48999,310.67999,544.52002,12.4693,4.4712,22.3544,2572,0.7163,8387.5947,0,2468.97,2560.73,48.78,801.72,18.81,143,90,5,6.1
296,319,2500601,5726486,1393.65002,300.26999,527.84998,13.0544,4.8631,23.0462,2745,0.6148,9117.1714,0,1655.48,1779.33,606.79,368.92,111.32,53,180,0,5.6
297,320,2502429,5726519,1236.71997,260.44,473.92001,13.2119,5.0148,23.1967,2788,0.6752,7191.75374,0,1008.6,1183.03,1588.97,1718.21,81.37,2,245,10,5.3
298,321,2503343,5726536,1214.42004,254.66,463.03,12.0188,4.2771,21.7551,2425,0.7017,7343.09647,0,1588.77,1739.09,1859.58,2620.63,212.48,253,210,30,6.1
299,322,2504257,5726552,1168.20996,242.59,445.59,10.9796,3.641,20.4967,2109,0.7878,6743.28094,0,2345.88,2513.65,1651.96,3465.37,196.36,465,345,13,5.2
300,323,2505171,5726569,1128.27002,231.95,429.89999,11.4633,3.9812,21.0622,2250,0.5842,8446.40217,0,3186.61,3274.55,1815.51,3306.16,121.13,341,130,24,5.2
301,324,2506086,5726585,1092.68005,222.28,415.39001,11.4379,4,21.0154,2239,0.9494,5025.03178,0,2778.31,2554.37,1532.02,2533.87,216.21,236,280,28,5.6
302,325,2507000,5726602,1053.69995,211.67,399.89001,11.9062,4.3378,21.5583,2376,0.6542,6777.00561,0,1966.03,1907.11,1507.31,1820.29,264.61,365,110,28,5.6
