SBS_name,SBS_number,general_method,single_value_[m],sample_size,valid,reference,mean_CH_[m],maximum_CH_[m],minimum_CH_[m],number_of_replicates,standard_deviation,standard_error,collection_date,original_reference,country,external_support_structure
Taxus_baccata,835,unknown,15,,1,BIOPOP April 2005,,15,,,,,,"Liebenow, H. (1981): Giftpflanzen",,unknown
Taxus_baccata,835,derivation from photos or drawings,15,,1,BIOPOP April 2005,,15,,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Taxodium_distichum,838,derivation from photos or drawings,40,,1,BIOPOP April 2005,,50,30,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Amaranthus_albus,891,derivation from photos or drawings,0.3,,1,BIOPOP April 2005,,0.5,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Amaranthus_blitoides,892,derivation from photos or drawings,0.325,,1,BIOPOP April 2005,,0.5,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Amaranthus_caudatus,894,derivation from photos or drawings,0.75,,1,BIOPOP April 2005,,1.2,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Amaranthus_caudatus,894,laboratory/greenhouse/garden experiment,0.68,18,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.62,0.73,0.37,,,,,,GERMANY,no
Amaranthus_crispus,895,derivation from photos or drawings,0.25,,1,BIOPOP April 2005,,0.4,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Amaranthus_hybridus,897,derivation from photos or drawings,0.55,,1,BIOPOP April 2005,,0.9,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Amaranthus_deflexus,900,derivation from photos or drawings,0.3,,1,BIOPOP April 2005,,0.4,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Amaranthus_graecizans,901,derivation from photos or drawings,0.425,,1,BIOPOP April 2005,,0.7,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Carpobrotus_edulis,922,observation (like obvious taxonomical traits),0.2,,1,ECOFLORA - database of the ecological flora of the british isles,,0.2,,,,,,"Fitter, A. H. (unknown e-mail address)",,unknown
Amaranthus_lividus,924,derivation from photos or drawings,0.425,,1,BIOPOP April 2005,,0.65,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Amaranthus_retroflexus,931,derivation from photos or drawings,0.475,,1,BIOPOP April 2005,,0.8,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Amaranthus_retroflexus,931,laboratory/greenhouse/garden experiment,0.71,9,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.57,0.8,0.23,,,,,,GERMANY,no
Amaranthus_retroflexus,931,laboratory/greenhouse/garden experiment,0.17,10,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.24,0.55,0.12,,,,,,GERMANY,no
Amaranthus_standleyanus,932,derivation from photos or drawings,0.45,,1,BIOPOP April 2005,,0.7,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Celosia_argentea,935,derivation from photos or drawings,0.4,,1,BIOPOP April 2005,,0.45,0.35,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Cotinus_coggygria,944,derivation from photos or drawings,2,,1,BIOPOP April 2005,,3,1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Rhus_typhina,955,derivation from photos or drawings,4.5,,1,BIOPOP April 2005,,6,3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Trinia_glauca,966,observation (like obvious taxonomical traits),0.115,,1,ECOFLORA - database of the ecological flora of the british isles,,0.2,0.03,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Trinia_glauca,966,observation (like obvious taxonomical traits),0.03,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.03,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Trinia_glauca,966,derivation from photos or drawings,0.225,,1,BIOPOP April 2005,,0.35,0.1,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Silaum_silaus,993,observation (like obvious taxonomical traits),0.65,,1,ECOFLORA - database of the ecological flora of the british isles,,1,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Silaum_silaus,993,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Silaum_silaus,993,derivation from photos or drawings,0.5,,1,BIOPOP April 2005,,0.75,0.25,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Sison_amomum,995,observation (like obvious taxonomical traits),0.75,,1,ECOFLORA - database of the ecological flora of the british isles,,1,0.5,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Sison_amomum,995,observation (like obvious taxonomical traits),0.5,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.5,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Smyrnium_olusatrum,1000,observation (like obvious taxonomical traits),1,,1,ECOFLORA - database of the ecological flora of the british isles,,1.5,0.5,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Smyrnium_olusatrum,1000,observation (like obvious taxonomical traits),0.5,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.5,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Torilis_arvensis,1012,derivation from photos or drawings,0.55,,1,BIOPOP April 2005,,0.8,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Seseli_libanotis,1044,observation (like obvious taxonomical traits),0.65,,1,ECOFLORA - database of the ecological flora of the british isles,,1,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Seseli_libanotis,1044,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Seseli_libanotis,1044,derivation from photos or drawings,0.45,,1,BIOPOP April 2005,,0.6,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Pleurospermum_austriacum,1061,derivation from photos or drawings,0.825,,1,BIOPOP April 2005,,1.1,0.55,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scandix_pecten-veneris,1087,observation (like obvious taxonomical traits),0.325,,1,ECOFLORA - database of the ecological flora of the british isles,,0.5,0.15,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Scandix_pecten-veneris,1087,derivation from photos or drawings,0.225,,1,BIOPOP April 2005,,0.3,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Scandix_pecten-veneris,1087,observation (like obvious taxonomical traits),0.15,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.15,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Selinum_carvifolia,1092,observation (like obvious taxonomical traits),0.65,,1,ECOFLORA - database of the ecological flora of the british isles,,1,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Selinum_carvifolia,1092,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Selinum_carvifolia,1092,derivation from photos or drawings,0.5,,1,BIOPOP April 2005,,0.75,0.25,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Petroselinum_crispum,1095,derivation from photos or drawings,0.575,,1,BIOPOP April 2005,,0.85,0.3,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Petroselinum_segetum,1097,observation (like obvious taxonomical traits),0.65,,1,ECOFLORA - database of the ecological flora of the british isles,,1,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Petroselinum_segetum,1097,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Peucedanum_alsaticum,1100,derivation from photos or drawings,0.75,,1,BIOPOP April 2005,,1,0.5,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Peucedanum_officinale,1112,observation (like obvious taxonomical traits),1.3,,1,ECOFLORA - database of the ecological flora of the british isles,,2,0.6,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Peucedanum_officinale,1112,unknown,0.9,,1,BIOPOP April 2005,,0.9,,,,,,Randall(1996): Biological flora of the British Isles: Peucedanum officinale L.,UNITED KINGDOM,unknown
Peucedanum_officinale,1112,observation (like obvious taxonomical traits),0.6,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.6,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Peucedanum_officinale,1112,derivation from photos or drawings,0.85,,1,BIOPOP April 2005,,1.2,0.5,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Peucedanum_ostruthium,1118,observation (like obvious taxonomical traits),0.65,,1,ECOFLORA - database of the ecological flora of the british isles,,1,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Peucedanum_ostruthium,1118,derivation from photos or drawings,0.45,,1,BIOPOP April 2005,,0.7,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Peucedanum_ostruthium,1118,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Pimpinella_major,1134,observation (like obvious taxonomical traits),0.85,,1,ECOFLORA - database of the ecological flora of the british isles,,1.2,0.5,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Pimpinella_major,1134,observation (like obvious taxonomical traits),0.5,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.5,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Pimpinella_major,1134,derivation from photos or drawings,0.625,,1,BIOPOP April 2005,,0.9,0.35,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Ligusticum_scoticum,1141,observation (like obvious taxonomical traits),0.525,,1,ECOFLORA - database of the ecological flora of the british isles,,0.9,0.15,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Ligusticum_scoticum,1141,observation (like obvious taxonomical traits),0.15,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.15,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Meum_athamanticum,1148,observation (like obvious taxonomical traits),0.335,,1,ECOFLORA - database of the ecological flora of the british isles,,0.6,0.07,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Meum_athamanticum,1148,derivation from photos or drawings,0.3,,1,BIOPOP April 2005,,0.45,0.15,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Meum_athamanticum,1148,observation (like obvious taxonomical traits),0.07,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.07,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Myrrhis_odorata,1152,observation (like obvious taxonomical traits),1.3,,1,ECOFLORA - database of the ecological flora of the british isles,,2,0.6,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Myrrhis_odorata,1152,derivation from photos or drawings,0.75,,1,BIOPOP April 2005,,1,0.5,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Myrrhis_odorata,1152,observation (like obvious taxonomical traits),0.6,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.6,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Oenanthe_aquatica,1156,observation (like obvious taxonomical traits),0.9,,1,ECOFLORA - database of the ecological flora of the british isles,,1.5,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Oenanthe_aquatica,1156,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Pastinaca_sativa,1183,observation (like obvious taxonomical traits),1.05,,1,ECOFLORA - database of the ecological flora of the british isles,,1.8,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Pastinaca_sativa,1183,observation (like obvious taxonomical traits),0.3,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.3,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Pastinaca_sativa,1183,derivation from photos or drawings,0.45,,1,BIOPOP April 2005,,0.7,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Laserpitium_prutenicum,1215,derivation from photos or drawings,0.45,,1,BIOPOP April 2005,,0.7,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Laserpitium_prutenicum,1215,laboratory/greenhouse/garden experiment,0.26,4,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.31,0.51,0.19,,,,,,GERMANY,no
Laserpitium_siler,1216,derivation from photos or drawings,0.45,,1,BIOPOP April 2005,,0.7,0.2,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Ligusticum_mutellina,1224,derivation from photos or drawings,0.24,,1,BIOPOP April 2005,,0.4,0.08,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Ligusticum_mutellina,1224,field experiment,0.3,1,-2,"Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de",0.3,0.3,0.3,,,,,,GERMANY,no
Ligusticum_mutellinoides,1225,derivation from photos or drawings,0.065,,1,BIOPOP April 2005,,0.1,0.03,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Heracleum_sphondylium,1232,observation (like obvious taxonomical traits),1.25,,1,ECOFLORA - database of the ecological flora of the british isles,,2,0.5,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Heracleum_sphondylium,1232,observation (like obvious taxonomical traits),0.5,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.5,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Heracleum_sphondylium,1232,unknown,2.5,,1,BIOPOP April 2005,,3,2,,,,,"Sheppard, A. W. (1991): Biological flora of the British Isles: Heracleum sphondylium L.",,unknown
Heracleum_sphondylium,1232,derivation from photos or drawings,0.675,,1,BIOPOP April 2005,,1,0.35,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Foeniculum_vulgare,1281,observation (like obvious taxonomical traits),2.5,,1,ECOFLORA - database of the ecological flora of the british isles,,2.5,,,,,,"Stace, C. A.(1992): New Flora of the British Isles, Cambridge University Press. []",,unknown
Foeniculum_vulgare,1281,derivation from photos or drawings,1.075,,1,BIOPOP April 2005,,1.5,0.65,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Heracleum_austriacum,1291,derivation from photos or drawings,0.175,,1,BIOPOP April 2005,,0.3,0.05,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Heracleum_mantegazzianum,1295,observation (like obvious taxonomical traits),5.5,,1,ECOFLORA - database of the ecological flora of the british isles,,5.5,,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Heracleum_mantegazzianum,1295,derivation from photos or drawings,2.5,,1,BIOPOP April 2005,,3.2,1.8,,,,,"J‰ger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gef‰ﬂpflanzen: Atlasband",GERMANY,unknown
Eryngium_campestre,1324,field experiment,0.15,30,1,"Lavergne, SÈbastian(2003): Do rock endemic and widespread plant species differ under the Leaf-Height-Seed...",0.15,,,1,,,00:00.0,"Lavergne, SÈbastian(2003): Do rock endemic and widespread plant species differ under the Leaf-Height-Seed...",FRANCE,yes
Eryngium_campestre,1324,observation (like obvious taxonomical traits),0.45,,1,ECOFLORA - database of the ecological flora of the british isles,,0.7,0.2,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
Eryngium_campestre,1324,observation (like obvious taxonomical traits),0.2,,1,ECOFLORA - database of the ecological flora of the british isles,,,0.2,,,,,"Clapham, A. R.(1987): Flora of the British Isles, 3rd ed, Cambridge University Press, Cambridge []",,unknown
