SBS_name,SBS_number,general_method,diaspore_type,single_value_[mg],sample_size,valid,median,reference,mean_SM_[mg],maximum_SM_[mg],minimum_SM_[mg],number_of_replicates,general_comment,Drying_method,original_reference,diaspore_type_code
Aegopodium_podagraria,2007,actual measurement (following LEDA data standards),germinule,1.64,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.64,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Aegopodium_podagraria,2007,actual measurement (following LEDA data standards),germinule,1.28,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.28,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Aegopodium_podagraria,2007,actual measurement (following LEDA data standards),germinule,1.36,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.36,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Aegopodium_podagraria,2007,actual measurement (following LEDA data standards),germinule,1.36,10,-2,1.36,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.4,1.66,1.09,,preaggregated value obtained from single record,Air dried weight,,3
Aegopodium_podagraria,2007,actual measurement (following LEDA data standards),germinule,1.09,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.09,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Aegopodium_podagraria,2007,actual measurement (following LEDA data standards),germinule,1.24,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.24,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Aegopodium_podagraria,2007,actual measurement (following LEDA data standards),germinule,1.25,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",1.25,,,10,"used balance: Mettler H51, seed",Air dried weight,,3
Aesculus_hippocastanum,24982,actual measurement,germinule,10611.95,,-4,,BIOLFLOR database,10611.95,13028,8144.5,,,Air dried weight,,3
Aesculus_hippocastanum,24982,actual measurement,germinule,6729,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",6729,,,30,,Air dried weight,,3
Aesculus_hippocastanum,24982,actual measurement,germinule,5785,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",5785,,,12,,Air dried weight,,3
Aesculus_hippocastanum,24982,actual measurement,one-seeded generative dispersule,10611.95,,-4,,BIOLFLOR database,10611.95,13028,8144.5,,,Air dried weight,,2a
Aesculus_hippocastanum,24982,actual measurement,one-seeded generative dispersule,6729,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",6729,,,30,,Air dried weight,,2a
Aesculus_hippocastanum,24982,actual measurement,one-seeded generative dispersule,5785,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",5785,,,12,,Air dried weight,,2a
Aethionema_saxatile,14330,actual measurement,one-seeded generative dispersule,0.525,2,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.525,0.54,0.51,100,,Air dried weight,,2a
Aethusa_cynapium,1502,actual measurement,germinule,1.626,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",1.626,,,50,,Air dried weight,,3
Aethusa_cynapium,1502,actual measurement,one-seeded generative dispersule,1.1,,-4,,BIOLFLOR database,1.1,1.265,0.828,,,Air dried weight,,2a
Aethusa_cynapium,1502,actual measurement,germinule,1.065,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",1.065,,,20,,Air dried weight,,3
Aethusa_cynapium,1502,actual measurement,germinule,1.1,,-4,,BIOLFLOR database,1.1,1.265,0.828,,,Air dried weight,,3
Aethusa_cynapium,1502,actual measurement,one-seeded generative dispersule,1.626,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",1.626,,,50,,Air dried weight,,2a
Aethusa_cynapium,1502,actual measurement,one-seeded generative dispersule,1.065,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",1.065,,,20,,Air dried weight,,2a
Aethusa_cynapium,1502,other,one-seeded generative dispersule,2.0036,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",2.0036,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Aethusa_cynapium,1502,actual measurement (following LEDA data standards),one-seeded generative dispersule,2.68,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",2.68,,,50,"used balance: Mettler H51, fruit",Air dried weight,,2a
Aethusa_cynapium,1502,actual measurement (following LEDA data standards),one-seeded generative dispersule,2.68,1,-2,2.68,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",2.68,2.68,2.68,,preaggregated value obtained from single record,Air dried weight,,2a
Aethusa_cynapium,1502,other,germinule,2.0036,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",2.0036,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Agrimonia_eupatoria,29512,other,germinule,21.0788,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",21.0788,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Agrimonia_eupatoria,29512,other,one-seeded generative dispersule,21.0788,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",21.0788,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Agrimonia_eupatoria,29512,actual measurement,generative dispersule,4.23,1,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",4.23,,,1,n an replicates unknown,Air dried weight,,2
Agrimonia_eupatoria,29512,actual measurement,germinule,4.62,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",4.62,,,10,,Air dried weight,,3
Agrimonia_eupatoria,29512,actual measurement,germinule,23.078,,-4,,BIOLFLOR database,23.078,23.78,22.73,,,Air dried weight,,3
Agrimonia_eupatoria,29512,actual measurement,germinule,3.61,7,1,,"Götzenberger, Lars (lars.goetzenberger@ufz.de)",3.61,,,1,summers of 1995 and 1996,Unknown,,3
Agrimonia_eupatoria,29512,actual measurement,one-seeded generative dispersule,4.62,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",4.62,,,10,,Air dried weight,,2a
Agrimonia_eupatoria,29512,actual measurement,one-seeded generative dispersule,23.078,,-4,,BIOLFLOR database,23.078,23.78,22.73,,,Air dried weight,,2a
Agrimonia_eupatoria,29512,actual measurement,one-seeded generative dispersule,22.2084,5,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",22.2084,23.793,20.896,100,,Air dried weight,,2a
Agrimonia_procera,29916,actual measurement,germinule,40,,-4,,BIOLFLOR database,40,,,,,Air dried weight,,3
Agrimonia_procera,29916,actual measurement,germinule,7.05,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",7.05,,,25,,Air dried weight,,3
Agrimonia_procera,29916,actual measurement,one-seeded generative dispersule,7.05,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",7.05,,,25,,Air dried weight,,2a
Agrimonia_procera,29916,actual measurement,one-seeded generative dispersule,40,,-4,,BIOLFLOR database,40,,,,,Air dried weight,,2a
Agrimonia_procera,29916,actual measurement (following LEDA data standards),one-seeded generative dispersule,12.53,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",12.53,,,30,"used balance: Mettler H51, disp. unit",Air dried weight,,2a
Agrimonia_procera,29916,actual measurement (following LEDA data standards),one-seeded generative dispersule,12.53,1,-2,12.53,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",12.53,12.53,12.53,,preaggregated value obtained from single record,Air dried weight,,2a
Agrostemma_githago,16318,actual measurement (following LEDA data standards),one-seeded generative dispersule,16.58,1,-4,,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",16.58,,,50,"used balance: Mettler H51, seed",Air dried weight,,2a
Agrostemma_githago,16318,other,germinule,15.7104,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",15.7104,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Agrostemma_githago,16318,actual measurement (following LEDA data standards),one-seeded generative dispersule,16.58,1,-2,16.58,"Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl",16.58,16.58,16.58,,preaggregated value obtained from single record,Air dried weight,,2a
Agrostemma_githago,16318,other,germinule,13.4928,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",13.4928,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Agrostemma_githago,16318,other,germinule,12.2968,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",12.2968,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Agrostemma_githago,16318,other,germinule,13.4408,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",13.4408,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Agrostemma_githago,16318,other,germinule,15.4672,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",15.4672,,,1000,"1000 seed weight, unknown number of individuals, Seeds dry.",Air dried weight,,3
Agrostemma_githago,16318,actual measurement,one-seeded generative dispersule,11.671,,-4,,BIOLFLOR database,11.671,26,8,,,Air dried weight,,2a
Agrostemma_githago,16318,actual measurement,one-seeded generative dispersule,17.78,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",17.78,,,50,,Air dried weight,,2a
Agrostemma_githago,16318,other,one-seeded generative dispersule,13.4408,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",13.4408,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Agrostemma_githago,16318,other,one-seeded generative dispersule,13.4928,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",13.4928,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Agrostemma_githago,16318,other,one-seeded generative dispersule,15.7104,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",15.7104,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Agrostemma_githago,16318,other,one-seeded generative dispersule,12.2968,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",12.2968,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Agrostemma_githago,16318,other,one-seeded generative dispersule,15.4672,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",15.4672,,,1000,"1000 seed weight, unknown number of individuals, Seeds dry.",Air dried weight,,2a
Agrostemma_githago,16318,actual measurement,germinule,11.671,,-4,,BIOLFLOR database,11.671,26,8,,,Air dried weight,,3
Agrostemma_githago,16318,actual measurement,germinule,17.78,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",17.78,,,50,,Air dried weight,,3
Agrostis_canina,40532,actual measurement,germinule,0.05,,-4,,BIOLFLOR database,0.05,,,,,Air dried weight,,3
Agrostis_canina,40532,actual measurement,one-seeded generative dispersule,0.05,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.05,,,50,,Air dried weight,,2a
Agrostis_canina,40532,actual measurement,germinule,0.06,,-4,,BIOLFLOR database,0.06,,,,,Air dried weight,,3
Agrostis_canina,40532,actual measurement,germinule,0.05,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.05,,,50,,Air dried weight,,3
Agrostis_canina,40532,other,one-seeded generative dispersule,0.0592,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.0592,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,2a
Agrostis_canina,40532,actual measurement,one-seeded generative dispersule,0.06,,-4,,BIOLFLOR database,0.06,,,,,Air dried weight,,2a
Agrostis_canina,40532,other,germinule,0.0592,1,1,,"Royal Botanic Gardens, Kew, Richmond, Surrey, TW9 3AB, UK (http://www.kew.org)",0.0592,,,1000,"1000 seed weight, unknown number of individuals",Air dried weight,,3
Agrostis_capillaris,41392,actual measurement,one-seeded generative dispersule,0.07,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.07,,,50,,Air dried weight,,2a
Agrostis_capillaris,41392,actual measurement,one-seeded generative dispersule,0.074,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.074,,,50,,Air dried weight,,2a
Agrostis_capillaris,41392,unknown,generative dispersule,0.06,0,1,,"Bruun, Hans Henrik(2005): Distinct patterns in alpine vegetation around dens of the Arctic fox [28]",0.06,,,0,,Air dried weight,"Grime, J. P.(1988): Comparative Plant Ecology: A functional approach to common British species",2
Agrostis_capillaris,41392,actual measurement,generative dispersule,0.049,4,1,,"Source data from University of Regensburg, Chair of Botany, DE (Römermann), E-Mail: roemermann@em.uni-frankfurt.de",0.049,0.054,0.04,50,,Air dried weight,,2
Agrostis_capillaris,41392,actual measurement,germinule,0.059,,-4,,BIOLFLOR database,0.059,0.07,0.04,,,Air dried weight,,3
Agrostis_capillaris,41392,actual measurement,germinule,0.074,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.074,,,50,,Air dried weight,,3
Agrostis_capillaris,41392,actual measurement,germinule,0.07,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.07,,,50,,Air dried weight,,3
Agrostis_capillaris,41392,actual measurement,germinule,0.063,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.063,,,100,,Air dried weight,,3
Agrostis_capillaris,41392,actual measurement,one-seeded generative dispersule,0.063,1,1,,"Source data from University of Sheffield, Dept. of Animal and Plant Sciences, UK (Thompson), E-Mail: ken.thompson@sheffield.ac.uk",0.063,,,100,,Air dried weight,,2a
Agrostis_capillaris,41392,actual measurement,one-seeded generative dispersule,0.059,,-4,,BIOLFLOR database,0.059,0.07,0.04,,,Air dried weight,,2a
